url,host,wild_mode,title,author,description,image,ingredients,instructions,instructions_list,cook_time,prep_time,total_time,servings,nutrients,ratings,category,cuisine,language,site_name
https://smittenkitchen.com/2024/03/turkey-meatloaf-for-skeptics/?share=twitter,smittenkitchen.com,True,X,,,,,,,,,,,,,,,,
https://smittenkitchen.com/recipes,smittenkitchen.com,True,Recipe – smitten kitchen,,,,,,,,,,,,,,,,
http://smittenkitchen.com/recipes/#Pizza,smittenkitchen.com,True,Recipe – smitten kitchen,,,,,,,,,,,,,,,,
https://smittenkitchen.com/2012/08/my-favorite-brownies/,smittenkitchen.com,True,my favorite brownies – smitten kitchen,,,,,,,,,,,,,,,,
https://smittenkitchen.com/2020/04/how-i-stock-the-smitten-kitchen/,smittenkitchen.com,True,how i stock the smitten kitchen – smitten kitchen,,,,,,,,,,,,,,,,
https://smittenkitchen.com/2008/08/crisp-rosemary-flatbread/recipe,smittenkitchen.com,True,recipe – smitten kitchen,,,,,,,,,,,,,,,,
https://smittenkitchen.com/2017/09/pizza-beans/,smittenkitchen.com,True,pizza beans – smitten kitchen,,,,,,,,,,,,,,,,
https://smittenkitchen.com/2025/02/ziti-chickpeas-with-sausage-and-kale/,smittenkitchen.com,True,ziti chickpeas with sausage and kale – smitten kitchen,,,,,,,,,,,,,,,,
https://smittenkitchen.com/./recipes/5-ingredients-or-fewer/,smittenkitchen.com,True,5 Ingredients or Fewer – smitten kitchen,,,,,,,,,,,,,,,,
https://smittenkitchen.com/2010/08/perfect-blueberry-muffins/,smittenkitchen.com,True,perfect blueberry muffins – smitten kitchen,,,,,,,,,,,,,,,,
https://smittenkitchen.com/./recipes/course/bread/,smittenkitchen.com,True,Bread – smitten kitchen,,,,,,,,,,,,,,,,
https://smittenkitchen.com/2017/09/marbled-banana-bread/,smittenkitchen.com,True,marbled banana bread – smitten kitchen,,,,,,,,,,,,,,,,
https://smittenkitchen.com/./recipes/course/party-snacks/,smittenkitchen.com,True,Party Snacks – smitten kitchen,,,,,,,,,,,,,,,,
https://smittenkitchen.com/2024/12/invisible-apple-cake/,smittenkitchen.com,True,invisible apple cake – smitten kitchen,,,,,,,,,,,,,,,,
https://smittenkitchen.com/2021/04/sheet-pan-chow-mein/,smittenkitchen.com,True,sheet pan chow mein – smitten kitchen,,,,,,,,,,,,,,,,
http://smittenkitchen.com/blog/2008/08/crisp-rosemary-flatbread/,smittenkitchen.com,True,crisp rosemary flatbread – smitten kitchen,,,,,,,,,,,,,,,,
https://smittenkitchen.com/2020/04/layered-yogurt-flatbreads/,smittenkitchen.com,True,layered yogurt flatbreads – smitten kitchen,,,,,,,,,,,,,,,,
https://smittenkitchen.com/2020/09/whole-wheat-chocolate-oat-cookies/,smittenkitchen.com,True,whole wheat chocolate oat cookies – smitten kitchen,,,,,,,,,,,,,,,,
https://smittenkitchen.com/2008/08/crisp-rosemary-flatbread/?share=facebook,smittenkitchen.com,True,Facebook,,,,,,,,,,,,,,,,
https://smittenkitchen.com/2008/08/marinated-eggplant-with-capers-and-mint/,smittenkitchen.com,True,marinated eggplant with capers and mint – smitten kitchen,,,,,,,,,,,,,,,,
https://smittenkitchen.com/2008/08/crisp-rosemary-flatbread/?share=twitter,smittenkitchen.com,True,X,,,,,,,,,,,,,,,,
https://smittenkitchen.com/2020/03/ultimate-banana-bread/,smittenkitchen.com,True,ultimate banana bread – smitten kitchen,,,,,,,,,,,,,,,,
https://smittenkitchen.com/2008/08/crisp-rosemary-flatbread/?share=pinterest,smittenkitchen.com,True,Pinterest,,,,,,,,,,,,,,,,
https://smittenkitchen.com/2013/10/miso-sweet-potato-and-broccoli-bowl/,smittenkitchen.com,True,miso sweet potato and broccoli bowl – smitten kitchen,,,,,,,,,,,,,,,,
https://smittenkitchen.com/2008/08/dimply-plum-cake/,smittenkitchen.com,True,dimply plum cake – smitten kitchen,,,,,,,,,,,,,,,,
https://smittenkitchen.com/2008/08/crisp-rosemary-flatbread/#masthead,smittenkitchen.com,True,crisp rosemary flatbread – smitten kitchen,,,,,,,,,,,,,,,,
https://smittenkitchen.com/2008/08/crisp-rosemary-flatbread/#respond,smittenkitchen.com,True,crisp rosemary flatbread – smitten kitchen,,,,,,,,,,,,,,,,
https://smittenkitchen.com/2008/08/crisp-rosemary-flatbread/#content,smittenkitchen.com,True,crisp rosemary flatbread – smitten kitchen,,,,,,,,,,,,,,,,
https://smittenkitchen.com/2020/10/simple-cauliflower-tacos/,smittenkitchen.com,True,simple cauliflower tacos – smitten kitchen,,,,,,,,,,,,,,,,
https://smittenkitchen.com/recipes,smittenkitchen.com,True,Recipe – smitten kitchen,,,,,,,,,,,,,,,,
https://smittenkitchen.com/2012/08/my-favorite-brownies/,smittenkitchen.com,True,my favorite brownies – smitten kitchen,,,,,,,,,,,,,,,,
https://smittenkitchen.com/2020/04/how-i-stock-the-smitten-kitchen/,smittenkitchen.com,True,how i stock the smitten kitchen – smitten kitchen,,,,,,,,,,,,,,,,
https://smittenkitchen.com/./recipes/sweets/cookie/,smittenkitchen.com,True,Cookie – smitten kitchen,,,,,,,,,,,,,,,,
https://smittenkitchen.com/2017/09/pizza-beans/,smittenkitchen.com,True,pizza beans – smitten kitchen,,,,,,,,,,,,,,,,
https://smittenkitchen.com/2025/02/ziti-chickpeas-with-sausage-and-kale/,smittenkitchen.com,True,ziti chickpeas with sausage and kale – smitten kitchen,,,,,,,,,,,,,,,,
https://smittenkitchen.com/./recipes/sweets/chocolate/,smittenkitchen.com,True,Chocolate – smitten kitchen,,,,,,,,,,,,,,,,
https://smittenkitchen.com/2020/09/whole-wheat-chocolate-oat-cookies/#respond,smittenkitchen.com,True,whole wheat chocolate oat cookies – smitten kitchen,,,,,,,,,,,,,,,,
https://smittenkitchen.com/2020/09/whole-wheat-chocolate-oat-cookies/#masthead,smittenkitchen.com,True,whole wheat chocolate oat cookies – smitten kitchen,,,,,,,,,,,,,,,,
https://smittenkitchen.com/2010/08/perfect-blueberry-muffins/,smittenkitchen.com,True,perfect blueberry muffins – smitten kitchen,,,,,,,,,,,,,,,,
https://smittenkitchen.com/2013/10/frico-grilled-cheese-sandwiches/,smittenkitchen.com,True,frico grilled cheese sandwiches – smitten kitchen,,,,,,,,,,,,,,,,
https://smittenkitchen.com/2017/09/marbled-banana-bread/,smittenkitchen.com,True,marbled banana bread – smitten kitchen,,,,,,,,,,,,,,,,
https://smittenkitchen.com/2009/02/thick-chewy-oatmeal-raisin-cookies/,smittenkitchen.com,True,"thick, chewy oatmeal raisin cookies – smitten kitchen",,,,,,,,,,,,,,,,
https://smittenkitchen.com/2016/09/chocolate-pavlova/,smittenkitchen.com,True,chocolate pavlova – smitten kitchen,,,,,,,,,,,,,,,,
https://smittenkitchen.com/2014/09/cucumber-lemonade/,smittenkitchen.com,True,cucumber lemonade – smitten kitchen,,,,,,,,,,,,,,,,
https://smittenkitchen.com/2006/09/orange-chocolate-chunk-cake/,smittenkitchen.com,True,orange chocolate chunk cake – smitten kitchen,,,,,,,,,,,,,,,,
https://smittenkitchen.com/2008/09/black-and-white-cookies/,smittenkitchen.com,True,black and white cookies – smitten kitchen,,,,,,,,,,,,,,,,
https://smittenkitchen.com/2014/09/sunken-apple-and-honey-cake/,smittenkitchen.com,True,sunken apple and honey cake – smitten kitchen,,,,,,,,,,,,,,,,
https://smittenkitchen.com/2012/09/homemade-wheat-thins/,smittenkitchen.com,True,homemade wheat thins – smitten kitchen,,,,,,,,,,,,,,,,
https://smittenkitchen.com/2012/09/roasted-apple-spice-sheet-cake/,smittenkitchen.com,True,roasted apple spice sheet cake – smitten kitchen,,,,,,,,,,,,,,,,
https://smittenkitchen.com/2009/08/make-your-own-brown-sugar/,smittenkitchen.com,True,make your own brown sugar – smitten kitchen,,,,,,,,,,,,,,,,
https://smittenkitchen.com/2008/04/whole-wheat-apple-muffins/,smittenkitchen.com,True,whole wheat apple muffins – smitten kitchen,,,,,,,,,,,,,,,,
https://smittenkitchen.com/2024/12/invisible-apple-cake/,smittenkitchen.com,True,invisible apple cake – smitten kitchen,,,,,,,,,,,,,,,,
https://smittenkitchen.com/2020/09/whole-wheat-chocolate-oat-cookies/#content,smittenkitchen.com,True,whole wheat chocolate oat cookies – smitten kitchen,,,,,,,,,,,,,,,,
https://smittenkitchen.com/2021/04/sheet-pan-chow-mein/,smittenkitchen.com,True,sheet pan chow mein – smitten kitchen,,,,,,,,,,,,,,,,
http://smittenkitchen.com/2010/09/beef-chili-sour-cream-and-cheddar-biscuits/,smittenkitchen.com,True,beef chili + sour cream and cheddar biscuits – smitten kitchen,,,,,,,,,,,,,,,,
https://smittenkitchen.com/./recipes/method/freezer-friendly/,smittenkitchen.com,True,Freezer Friendly – smitten kitchen,,,,,,,,,,,,,,,,
https://smittenkitchen.com/recipe-collection/best-of-2020/,smittenkitchen.com,True,Best of 2020 – smitten kitchen,,,,,,,,,,,,,,,,
https://smittenkitchen.com/2015/09/oat-and-wheat-sandwich-bread/,smittenkitchen.com,True,oat and wheat sandwich bread – smitten kitchen,,,,,,,,,,,,,,,,
https://smittenkitchen.com/2019/09/cinnamon-sugar-scones/,smittenkitchen.com,True,cinnamon sugar scones – smitten kitchen,,,,,,,,,,,,,,,,
https://smittenkitchen.com/2020/09/whole-wheat-chocolate-oat-cookies/?share=twitter,smittenkitchen.com,True,X,,,,,,,,,,,,,,,,
https://smittenkitchen.com/2008/09/spinach-quiche-revisited/,smittenkitchen.com,True,"spinach quiche, revisited – smitten kitchen",,,,,,,,,,,,,,,,
https://smittenkitchen.com/2010/09/monkey-cake/,smittenkitchen.com,True,monkey cake – smitten kitchen,,,,,,,,,,,,,,,,
https://smittenkitchen.com/2020/09/whole-wheat-chocolate-oat-cookies/?share=facebook,smittenkitchen.com,True,Facebook,,,,,,,,,,,,,,,,
https://smittenkitchen.com/2013/09/fudgy-chocolate-sheet-cake/,smittenkitchen.com,True,fudgy chocolate sheet cake – smitten kitchen,,,,,,,,,,,,,,,,
https://smittenkitchen.com/2018/09/breakfast-burritos/,smittenkitchen.com,True,breakfast burritos – smitten kitchen,,,,,,,,,,,,,,,,
https://smittenkitchen.com/2020/03/ultimate-banana-bread/,smittenkitchen.com,True,ultimate banana bread – smitten kitchen,,,,,,,,,,,,,,,,
https://smittenkitchen.com/2011/09/apple-and-honey-challah/,smittenkitchen.com,True,apple and honey challah – smitten kitchen,,,,,,,,,,,,,,,,
https://smittenkitchen.com/2009/09/grilled-lamb-kebabs-tzatziki/,smittenkitchen.com,True,grilled lamb kebabs + tzatziki – smitten kitchen,,,,,,,,,,,,,,,,
https://smittenkitchen.com/2009/09/snickerdoodles/,smittenkitchen.com,True,snickerdoodles – smitten kitchen,,,,,,,,,,,,,,,,
https://smittenkitchen.com/2007/02/sour-cream-bran-muffins/,smittenkitchen.com,True,sour cream bran muffins – smitten kitchen,,,,,,,,,,,,,,,,
https://smittenkitchen.com/2011/09/roasted-tomato-soup-with-broiled-cheddar/,smittenkitchen.com,True,roasted tomato soup with broiled cheddar – smitten kitchen,,,,,,,,,,,,,,,,
https://smittenkitchen.com/2020/09/homemade-cream-cheese/,smittenkitchen.com,True,homemade cream cheese – smitten kitchen,,,,,,,,,,,,,,,,
https://smittenkitchen.com/2016/09/piri-piri-chicken/,smittenkitchen.com,True,piri piri chicken – smitten kitchen,,,,,,,,,,,,,,,,
https://smittenkitchen.com/2007/09/tortilla-de-patatas/,smittenkitchen.com,True,tortilla de patatas – smitten kitchen,,,,,,,,,,,,,,,,
https://smittenkitchen.com/2013/10/miso-sweet-potato-and-broccoli-bowl/,smittenkitchen.com,True,miso sweet potato and broccoli bowl – smitten kitchen,,,,,,,,,,,,,,,,
